Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Shigella flexneri		strain: PNUSAE172284	623	PDT002115912.1	GCA_037282995.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32130	4594710	2024-03-18	4698	PRJNA218110	SAMN40528857
Shigella flexneri		strain: PNUSAE172064	623	PDT002115817.1	GCA_037283405.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31125	4414651	2024-03-18	4502	PRJNA218110	SAMN40527427
Shigella flexneri		strain: PNUSAE172463	623	PDT002116412.1	GCA_037287995.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29260	4466685	2024-03-19	4548	PRJNA218110	SAMN40534759
Shigella flexneri		strain: PNUSAE172461	623	PDT002116409.1	GCA_037288015.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29338	4422372	2024-03-19	4476	PRJNA218110	SAMN40534760
Shigella flexneri		strain: PNUSAE172464	623	PDT002116410.1	GCA_037288025.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28914	4411015	2024-03-19	4447	PRJNA218110	SAMN40534761
Shigella flexneri		strain: 01411843	623	PDT002116296.1	GCA_037288375.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28493	4521920	2024-03-19	4579	PRJNA315192	SAMN40505277
Shigella flexneri		strain: 01411788	623	PDT002116285.1	GCA_037288475.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28675	4414840	2024-03-19	4416	PRJNA315192	SAMN40505205
Shigella flexneri		strain: 01411743	623	PDT002116267.1	GCA_037288675.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30055	4392630	2024-03-19	4416	PRJNA315192	SAMN40505182
Shigella flexneri		strain: 01411787	623	PDT002116249.1	GCA_037288905.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29462	4389513	2024-03-19	4409	PRJNA315192	SAMN40505197
Shigella flexneri		strain: PNUSAE172462	623	PDT002116411.1	GCA_037289005.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29260	4467209	2024-03-19	4553	PRJNA218110	SAMN40534762
Shigella flexneri		strain: PNUSAE172453	623	PDT002116207.1	GCA_037289715.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	33535	4546676	2024-03-19	4646	PRJNA218110	SAMN40532026
Shigella flexneri		strain: PNUSAE172454	623	PDT002116205.1	GCA_037289775.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	33535	4556387	2024-03-19	4638	PRJNA218110	SAMN40532027
Shigella flexneri		strain: 01411836	623	PDT002116281.1	GCA_037290105.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29269	4568790	2024-03-19	4620	PRJNA315192	SAMN40505215
Shigella flexneri		strain: 01411795	623	PDT002116314.1	GCA_037290125.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28620	4310867	2024-03-19	4335	PRJNA315192	SAMN40505257
Shigella flexneri		strain: 01411793	623	PDT002116280.1	GCA_037290165.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30258	4354475	2024-03-19	4402	PRJNA315192	SAMN40505207
Shigella flexneri		strain: 01411854	623	PDT002116276.1	GCA_037290185.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29611	4359544	2024-03-19	4399	PRJNA315192	SAMN40505238
Shigella flexneri		strain: 01417039	623	PDT002116266.1	GCA_037290225.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	20661	4297501	2024-03-19	4369	PRJNA315192	SAMN40505176
Shigella flexneri		strain: 01449970	623	PDT002116262.1	GCA_037290245.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29471	4547424	2024-03-19	4616	PRJNA315192	SAMN40505196
Shigella flexneri		strain: PNUSAE172272	623	PDT002115930.1	GCA_037291235.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30372	4525441	2024-03-19	4612	PRJNA218110	SAMN40528864
Shigella flexneri		strain: 01411850	623	PDT002116248.1	GCA_037297935.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29045	4367854	2024-03-19	4375	PRJNA315192	SAMN40505183
Shigella flexneri		strain: 01411798	623	PDT002116241.1	GCA_037297995.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	27843	4349688	2024-03-19	4413	PRJNA315192	SAMN40505126
Shigella flexneri		strain: 01411794	623	PDT002116273.1	GCA_037306695.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29269	4477532	2024-03-19	4517	PRJNA315192	SAMN40505208
Shigella flexneri		strain: PNUSAE172470	623	PDT002116419.1	GCA_037350725.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31599	4429093	2024-03-19	4527	PRJNA218110	SAMN40541123
Shigella flexneri		strain: PNUSAE172471	623	PDT002116418.1	GCA_037350805.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28463	4449926	2024-03-19	4546	PRJNA218110	SAMN40541119
Shigella flexneri		strain: PNUSAE172465	623	PDT002116415.1	GCA_037350945.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	33535	4574382	2024-03-19	4659	PRJNA218110	SAMN40541121
Shigella flexneri		strain: 574245	623	PDT000353611.2	GCA_037413495.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	24856	4380080	2024-03-20	4419	PRJNA315192	SAMN09710743
Shigella flexneri		strain: 573575	623	PDT000353604.2	GCA_037413515.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29045	4528308	2024-03-20	4562	PRJNA315192	SAMN09710716
Shigella flexneri		strain: 570008	623	PDT000350569.2	GCA_037413535.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	25517	4342240	2024-03-20	4405	PRJNA315192	SAMN09666248
Shigella flexneri		strain: 562972	623	PDT000341782.2	GCA_037413605.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29368	4417967	2024-03-20	4437	PRJNA315192	SAMN09606981
Shigella flexneri		strain: 460503	623	PDT000328106.2	GCA_037413635.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	21055	4269994	2024-03-20	4347	PRJNA315192	SAMN09396407
Shigella flexneri		strain: 346540	623	PDT000328007.2	GCA_037413655.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	24317	4362036	2024-03-20	4420	PRJNA315192	SAMN09395486
Shigella flexneri		strain: 285912	623	PDT000326251.2	GCA_037413675.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28419	4535688	2024-03-20	4624	PRJNA315192	SAMN09387728
Shigella flexneri		strain: 348787	623	PDT000332814.2	GCA_037413695.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	27536	4329460	2024-03-20	4407	PRJNA315192	SAMN09458008
Shigella flexneri		strain: 484121	623	PDT000325698.2	GCA_037413715.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	25659	4638874	2024-03-20	4744	PRJNA315192	SAMN09384675
Shigella flexneri		strain: 328006	623	PDT000324174.2	GCA_037413735.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	26294	4328771	2024-03-20	4407	PRJNA315192	SAMN09372456
Shigella flexneri		strain: 358045	623	PDT000324184.2	GCA_037413755.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	25063	4317479	2024-03-20	4385	PRJNA315192	SAMN09372471
Shigella flexneri		strain: 416358	623	PDT000320827.2	GCA_037413775.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	25443	4283335	2024-03-20	4298	PRJNA315192	SAMN09276280
Shigella flexneri		strain: 516910	623	PDT000322773.2	GCA_037413795.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	25745	4431721	2024-03-20	4501	PRJNA315192	SAMN09295009
Shigella flexneri		strain: 506870	623	PDT000320178.2	GCA_037413815.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	27536	4257475	2024-03-20	4269	PRJNA315192	SAMN09268765
Shigella flexneri		strain: 454834	623	PDT000319912.2	GCA_037413835.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	25228	4406949	2024-03-20	4483	PRJNA315192	SAMN09266993
Shigella flexneri		strain: 503157	623	PDT000319310.2	GCA_037413845.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	24649	4450607	2024-03-20	4578	PRJNA315192	SAMN09257834
Shigella flexneri		strain: 412167	623	PDT000318864.2	GCA_037413875.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	25457	4376663	2024-03-20	4424	PRJNA315192	SAMN09244170
Shigella flexneri		strain: 356609	623	PDT000317203.2	GCA_037413895.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	24862	4404834	2024-03-20	4485	PRJNA315192	SAMN09228536
Shigella flexneri		strain: 388709	623	PDT000317138.2	GCA_037413915.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	24453	4418719	2024-03-20	4535	PRJNA315192	SAMN09228472
Shigella flexneri		strain: 329892	623	PDT000316185.2	GCA_037413955.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	27688	4261679	2024-03-20	4330	PRJNA315192	SAMN09222158
Shigella flexneri		strain: 478239	623	PDT000316129.2	GCA_037413965.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	24534	4387880	2024-03-20	4472	PRJNA315192	SAMN09222071
Shigella flexneri		strain: 327932	623	PDT000315601.2	GCA_037413995.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	25443	4389900	2024-03-20	4466	PRJNA315192	SAMN09214508
Shigella flexneri		strain: 336954	623	PDT000315533.2	GCA_037414015.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	24838	4343422	2024-03-20	4423	PRJNA315192	SAMN09214372
Shigella flexneri		strain: 1879759	623	PDT002095014.1	GCA_037414555.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28914	4496906	2024-03-20	4565	PRJNA315192	SAMN40210046
Shigella flexneri		strain: PNUSAE172809	623	PDT002118808.1	GCA_037418365.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30217	4540368	2024-03-21	4651	PRJNA218110	SAMN40557590
Shigella flexneri		strain: 01399860	623	PDT002118881.1	GCA_037418875.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28492	4373070	2024-03-21	4408	PRJNA315192	SAMN40548509
Shigella flexneri		strain: 01399186	623	PDT002118879.1	GCA_037418945.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29448	4452623	2024-03-21	4501	PRJNA315192	SAMN40548490
Shigella flexneri		strain: 01427525	623	PDT002118897.1	GCA_037420635.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28669	4422609	2024-03-21	4432	PRJNA315192	SAMN40548612
Shigella flexneri		strain: 01397353	623	PDT002118890.1	GCA_037420835.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31061	4406424	2024-03-21	4455	PRJNA315192	SAMN40548503
Shigella flexneri		strain: 01398048	623	PDT002118871.1	GCA_037421265.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31190	4372295	2024-03-21	4405	PRJNA315192	SAMN40548501
Shigella flexneri		strain: 01406232	623	PDT002118872.1	GCA_037421285.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30039	4381928	2024-03-21	4423	PRJNA315192	SAMN40548510
Shigella flexneri		strain: 01399855	623	PDT002118862.1	GCA_037421585.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29799	4402497	2024-03-21	4429	PRJNA315192	SAMN40548516
Shigella flexneri		strain: 01398038	623	PDT002118896.1	GCA_037428425.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29048	4469923	2024-03-21	4515	PRJNA315192	SAMN40548613
Shigella flexneri		strain: PNUSAE172802	623	PDT002118691.1	GCA_037429605.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30298	4439473	2024-03-21	4504	PRJNA218110	SAMN40556852
Shigella flexneri		strain: PNUSAE172803	623	PDT002118692.1	GCA_037429645.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29202	4381308	2024-03-21	4479	PRJNA218110	SAMN40556853
Shigella flexneri		strain: PNUSAE170914	623	PDT002118629.1	GCA_037432065.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31186	4523081	2024-03-21	4642	PRJNA218110	SAMN40555470
Shigella flexneri		strain: PNUSAE170916	623	PDT002118623.1	GCA_037432265.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32131	4525858	2024-03-21	4655	PRJNA218110	SAMN40555466
Shigella flexneri		strain: PNUSAE170912	623	PDT002118621.1	GCA_037432345.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	35016	4690608	2024-03-21	4809	PRJNA218110	SAMN40555468
Shigella flexneri		strain: PNUSAE172686	623	PDT002118528.1	GCA_037436345.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29082	4395431	2024-03-21	4473	PRJNA218110	SAMN40554302
Shigella flexneri		strain: PNUSAE172682	623	PDT002118526.1	GCA_037436505.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31881	4505442	2024-03-21	4611	PRJNA218110	SAMN40554300
Shigella flexneri		strain: PNUSAE172676	623	PDT002118523.1	GCA_037436545.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31586	4504105	2024-03-21	4620	PRJNA218110	SAMN40554306
Shigella flexneri		strain: PNUSAE172687	623	PDT002118524.1	GCA_037436605.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30666	4501730	2024-03-21	4564	PRJNA218110	SAMN40554304
Shigella flexneri		strain: PNUSAE172689	623	PDT002118521.1	GCA_037436645.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32125	4508167	2024-03-21	4610	PRJNA218110	SAMN40554301
Shigella flexneri		strain: PNUSAE172690	623	PDT002118518.1	GCA_037436765.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31975	4525231	2024-03-21	4621	PRJNA218110	SAMN40554305
Shigella flexneri		strain: PNUSAE172688	623	PDT002118519.1	GCA_037436785.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30584	4413198	2024-03-21	4496	PRJNA218110	SAMN40554303
Shigella flexneri		strain: PNUSAE172678	623	PDT002118515.1	GCA_037436925.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29084	4407501	2024-03-21	4480	PRJNA218110	SAMN40554307
Shigella flexneri		strain: PNUSAE172677	623	PDT002118513.1	GCA_037436985.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32125	4509454	2024-03-21	4614	PRJNA218110	SAMN40554308
Shigella flexneri		strain: PNUSAE172472	623	PDT002116414.1	GCA_037438065.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29418	4415826	2024-03-21	4508	PRJNA218110	SAMN40541118
Shigella flexneri		strain: PNUSAE172810	623	PDT002119121.1	GCA_037448415.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29800	4435303	2024-03-21	4512	PRJNA218110	SAMN40566075
Shigella flexneri		strain: PNUSAE172828	623	PDT002119387.1	GCA_037450335.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	26155	4361087	2024-03-21	4446	PRJNA218110	SAMN40568449
Shigella flexneri		strain: PNUSAE172825	623	PDT002119177.1	GCA_037451035.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	26412	4341597	2024-03-21	4430	PRJNA218110	SAMN40567669
Shigella flexneri		strain: PNUSAE172821	623	PDT002119184.1	GCA_037452335.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28364	4570883	2024-03-22	4686	PRJNA218110	SAMN40567693
Shigella flexneri		strain: PNUSAE172822	623	PDT002119183.1	GCA_037452355.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	26155	4471292	2024-03-22	4578	PRJNA218110	SAMN40567692
Shigella flexneri		strain: PNUSAE172819	623	PDT002119182.1	GCA_037452375.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31187	4554459	2024-03-22	4649	PRJNA218110	SAMN40567691
Shigella flexneri		strain: PNUSAE172823	623	PDT002119181.1	GCA_037452395.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	25668	4577890	2024-03-22	4698	PRJNA218110	SAMN40567690
Shigella flexneri		strain: PNUSAE172824	623	PDT002119180.1	GCA_037452415.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28914	4530118	2024-03-22	4638	PRJNA218110	SAMN40567672
Shigella flexneri		strain: PNUSAE172826	623	PDT002119179.1	GCA_037452435.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	24184	4550793	2024-03-22	4655	PRJNA218110	SAMN40567670
Shigella flexneri		strain: PNUSAE172820	623	PDT002119178.1	GCA_037452455.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28648	4437063	2024-03-22	4521	PRJNA218110	SAMN40567671
Shigella flexneri		strain: PNUSAE172816	623	PDT002119155.1	GCA_037452555.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	34789	4508117	2024-03-22	4597	PRJNA218110	SAMN40567357
Shigella flexneri		strain: 01392974	623	PDT002119697.1	GCA_037453475.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29503	4444273	2024-03-22	4483	PRJNA315192	SAMN40559724
Shigella flexneri		strain: 01397284	623	PDT002119688.1	GCA_037453655.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28615	4442353	2024-03-22	4492	PRJNA315192	SAMN40559728
Shigella flexneri		strain: 01392973	623	PDT002119685.1	GCA_037453715.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29505	4439604	2024-03-22	4483	PRJNA315192	SAMN40559725
Shigella flexneri		strain: 01398042	623	PDT002119707.1	GCA_037453795.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29466	4499245	2024-03-22	4560	PRJNA315192	SAMN40559736
Shigella flexneri		strain: 01451817	623	PDT002121359.1	GCA_037483845.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29459	4473450	2024-03-25	4496	PRJNA315192	SAMN40584273
Shigella flexneri		strain: 01392933	623	PDT002120873.1	GCA_037484445.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	27542	4355934	2024-03-25	4402	PRJNA315192	SAMN40571123
Shigella flexneri		strain: 01451603	623	PDT002120867.1	GCA_037484565.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29269	4513759	2024-03-25	4590	PRJNA315192	SAMN40571145
Shigella flexneri		strain: 01392940	623	PDT002120858.1	GCA_037484705.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29048	4465587	2024-03-25	4533	PRJNA315192	SAMN40571131
Shigella flexneri		strain: 01392936	623	PDT002120855.1	GCA_037484785.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29053	4412152	2024-03-25	4463	PRJNA315192	SAMN40571136
Shigella flexneri		strain: 01451607	623	PDT002120843.1	GCA_037485005.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29743	4419961	2024-03-25	4523	PRJNA315192	SAMN40571032
Shigella flexneri		strain: 01451919	623	PDT002120834.1	GCA_037485185.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30941	4393226	2024-03-25	4434	PRJNA315192	SAMN40571025
Shigella flexneri		strain: 01392939	623	PDT002120831.1	GCA_037485225.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29394	4307103	2024-03-25	4319	PRJNA315192	SAMN40571030
Shigella flexneri		strain: 01451606	623	PDT002120829.1	GCA_037485285.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29799	4641302	2024-03-25	4751	PRJNA315192	SAMN40571031
Shigella flexneri		strain: PNUSAE173083	623	PDT002120685.1	GCA_037486405.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29895	4555016	2024-03-25	4654	PRJNA218110	SAMN40583308
Shigella flexneri		strain: PNUSAE173085	623	PDT002120683.1	GCA_037486425.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29043	4592350	2024-03-25	4712	PRJNA218110	SAMN40583309
Shigella flexneri		strain: PNUSAE173084	623	PDT002120680.1	GCA_037486445.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	33447	4543770	2024-03-25	4642	PRJNA218110	SAMN40583310
Shigella flexneri		strain: PNUSAE173086	623	PDT002120678.1	GCA_037486505.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29892	4634868	2024-03-25	4790	PRJNA218110	SAMN40583307
Shigella flexneri		strain: PNUSAE172717	623	PDT002120656.1	GCA_037486845.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28388	4322879	2024-03-25	4405	PRJNA218110	SAMN40582435
Shigella flexneri		strain: PNUSAE173046	623	PDT002120637.1	GCA_037487325.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31599	4565098	2024-03-25	4704	PRJNA218110	SAMN40581435
Shigella flexneri		strain: PNUSAE173043	623	PDT002120638.1	GCA_037487345.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32125	4568448	2024-03-25	4706	PRJNA218110	SAMN40581432
Shigella flexneri		strain: PNUSAE173041	623	PDT002120635.1	GCA_037487385.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31599	4613477	2024-03-25	4764	PRJNA218110	SAMN40581433
Shigella flexneri		strain: PNUSAE173047	623	PDT002120632.1	GCA_037487445.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31188	4569285	2024-03-25	4702	PRJNA218110	SAMN40581434
Shigella flexneri		strain: PNUSAE171059	623	PDT002120547.1	GCA_037489405.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29236	4427117	2024-03-25	4497	PRJNA218110	SAMN40581175
Shigella flexneri		strain: 01406238	623	PDT002117812.1	GCA_037513255.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	27531	4425819	2024-03-25	4477	PRJNA315192	SAMN40534720
Shigella flexneri		strain: 01409428	623	PDT002117802.1	GCA_037513395.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28915	4480879	2024-03-25	4543	PRJNA315192	SAMN40534712
Shigella flexneri		strain: 01411841	623	PDT002117832.1	GCA_037514245.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29236	4422589	2024-03-25	4462	PRJNA315192	SAMN40534736
Shigella flexneri		strain: 01413750	623	PDT002117831.1	GCA_037514305.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	29635	4435624	2024-03-25	4496	PRJNA315192	SAMN40534727
Shigella flexneri		strain: 01406241	623	PDT002117794.1	GCA_037514705.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	25173	4313710	2024-03-25	4398	PRJNA315192	SAMN40534695
Shigella flexneri		strain: PNUSAE172529	623	PDT002117942.1	GCA_037515905.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	33535	4567034	2024-03-25	4693	PRJNA218110	SAMN40545179
Shigella flexneri		strain: PNUSAE172557	623	PDT002117936.1	GCA_037515965.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31693	4499350	2024-03-25	4587	PRJNA218110	SAMN40544315
Shigella flexneri		strain: PNUSAE172555	623	PDT002117934.1	GCA_037516025.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30013	4558931	2024-03-25	4671	PRJNA218110	SAMN40544314
Shigella flexneri		strain: PNUSAE172553	623	PDT002117935.1	GCA_037516045.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	33383	4518979	2024-03-25	4597	PRJNA218110	SAMN40544316
Shigella flexneri		strain: PNUSAE172666	623	PDT002118138.1	GCA_037517505.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32125	4501835	2024-03-25	4604	PRJNA218110	SAMN40547014
Shigella flexneri		strain: PNUSAE172663	623	PDT002118156.1	GCA_037521855.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	33535	4441598	2024-03-25	4498	PRJNA218110	SAMN40547038
Shigella flexneri		strain: PNUSAE172656	623	PDT002118155.1	GCA_037521875.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	28466	4400976	2024-03-25	4470	PRJNA218110	SAMN40547037
Shigella flexneri		strain: PNUSAE172660	623	PDT002118158.1	GCA_037521895.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32145	4394042	2024-03-25	4488	PRJNA218110	SAMN40547033
Shigella flexneri		strain: PNUSAE172667	623	PDT002118154.1	GCA_037523385.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	25442	4424951	2024-03-25	4526	PRJNA218110	SAMN40547026
Shigella flexneri		strain: PNUSAE172658	623	PDT002118157.1	GCA_037523445.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	32125	4487652	2024-03-25	4575	PRJNA218110	SAMN40547034
Shigella flexneri		strain: PNUSAE172655	623	PDT002118153.1	GCA_037523465.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	30298	4606520	2024-03-25	4707	PRJNA218110	SAMN40547036
Shigella flexneri		strain: PNUSAE172671	623	PDT002118147.1	GCA_037524235.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	31599	4462511	2024-03-25	4559	PRJNA218110	SAMN40547035
